duoarea,area-name,product,product-name,process,process-name,series,series-description,value,year,month
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.729,2017,3
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.707,2017,3
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.2992857142857142,2017,3
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.644,2017,3
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2857142857142856,2017,3
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.612,2017,3
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.634,2017,3
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.604,2017,3
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.624,2017,3
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.767,2017,2
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.286190476190476,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.642,2017,2
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3040476190476191,2017,2
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2938095238095237,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.659,2017,2
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2995238095238093,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.667,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.736,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.651,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.759,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.513,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.78,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.632,2017,2
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2773809523809523,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.644,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.776,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.664,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.756,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.654,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.536,2017,2
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2864285714285715,2017,2
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.2940476190476191,2017,2
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.2666666666666666,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.76,2017,2
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.2928571428571427,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.649,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.781,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.64,2017,2
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2719047619047619,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.78,2017,2
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.259047619047619,2017,2
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2833333333333332,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.667,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.658,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.542,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.539,2017,2
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.27,2017,2
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2969047619047618,2017,2
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2847619047619048,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.654,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.661,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.791,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.785,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.642,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.669,2017,2
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.685,2017,2
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3073809523809523,2017,2
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.654,2017,1
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2804761904761903,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.802,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.547,2017,1
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.265,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.789,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.574,2017,1
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2940476190476191,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.664,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.645,2017,1
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.305238095238095,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.628,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.662,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.631,2017,1
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.2871428571428571,2017,1
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2528571428571427,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.591,2017,1
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.2342857142857142,2017,1
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2707142857142857,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.653,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.788,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.799,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.562,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.645,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.669,2017,1
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2795238095238095,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.587,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.657,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.798,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.809,2017,1
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.297142857142857,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.662,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.646,2017,1
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.26,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.613,2017,1
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.24,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.655,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.846,2017,1
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.3116666666666668,2017,1
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.328095238095238,2017,1
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.292142857142857,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.635,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.692,2017,1
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.27,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.719,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.835,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.705,2017,1
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.712,2017,1
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE2,Future Contract 2,EER_EPMRR_PE2_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 2 (Dollars per Gallon),1.672,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.721,2016,12
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.2823809523809524,2016,12
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.3042857142857143,2016,12
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.687,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.702,2016,12
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE4,Future Contract 4,EER_EPMRR_PE4_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 4 (Dollars per Gallon),1.86,2016,12
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.669,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.733,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.731,2016,12
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.322142857142857,2016,12
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3361904761904762,2016,12
YCUOK,NA,EPC0,Crude Oil,PE3,Future Contract 3,RCLC3,"Cushing, OK Crude Oil Future Contract 3 (Dollars per Barrel)",1.2926190476190476,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE4,Future Contract 4,EER_EPD2F_PE4_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 4 (Dollars per Gallon),1.695,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE3,Future Contract 3,EER_EPD2F_PE3_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 3 (Dollars per Gallon),1.691,2016,12
YCUOK,NA,EPC0,Crude Oil,PE4,Future Contract 4,RCLC4,"Cushing, OK Crude Oil Future Contract 4 (Dollars per Barrel)",1.3073809523809523,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE2,Future Contract 2,EER_EPD2F_PE2_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 2 (Dollars per Gallon),1.679,2016,12
Y35NY,NEW YORK CITY,EPD2F,No 2 Fuel Oil / Heating Oil,PE1,Future Contract 1,EER_EPD2F_PE1_Y35NY_DPG,New York Harbor No. 2 Heating Oil Future Contract 1 (Dollars per Gallon),1.66,2016,12
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE1,Future Contract 1,EER_EPMRR_PE1_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 1 (Dollars per Gallon),1.599,2016,12
YCUOK,NA,EPC0,Crude Oil,PE1,Future Contract 1,RCLC1,"Cushing, OK Crude Oil Future Contract 1 (Dollars per Barrel)",1.2514285714285713,2016,12
YCUOK,NA,EPC0,Crude Oil,PE2,Future Contract 2,RCLC2,"Cushing, OK Crude Oil Future Contract 2 (Dollars per Barrel)",1.2738095238095237,2016,12
Y35NY,NEW YORK CITY,EPMRR,Reformulated Regular Gasoline,PE3,Future Contract 3,EER_EPMRR_PE3_Y35NY_DPG,New York Harbor Reformulated RBOB Regular Gasoline Future Contract 3 (Dollars per Gallon),1.634,2016,12
